Date,Prediction,Lower_Bound,Upper_Bound,Category,Actual
2023-12-16,192.85440379355646,0.0,515.3954254493218,SOCIAL GATHERING,490.0
2023-12-17,179.56497895282632,0.0,505.2789280473563,Forecast,
2023-12-18,194.5460421645809,0.0,526.1094633496168,Forecast,
2023-12-19,167.53650354618722,0.0,497.02752997355344,ONLINE LEARNING,112.0
2023-12-20,184.88170155006958,0.0,496.93559546480964,Forecast,
2023-12-21,203.9965584001555,0.0,542.6800322270335,SOCIAL GATHERING,778.0
2023-12-22,221.6379625245795,0.0,530.1550063050535,Forecast,
2023-12-23,141.49185688671457,0.0,488.90067923862875,Forecast,
2023-12-24,170.32228041561277,0.0,504.8175558198693,SOCIAL GATHERING,390.0
2023-12-25,182.5369862910256,0.0,491.27503391002926,Forecast,
2023-12-26,124.5788311908623,0.0,460.00243676213194,NETWORKING EVENT,490.0
2023-12-27,196.06698574281177,0.0,530.7088122157317,NETWORKING EVENT,266.0
2023-12-28,157.60127665850194,0.0,505.09803689072794,NETWORKING EVENT,300.0
2023-12-29,200.26109231415435,0.0,550.1759737333472,Forecast,
2023-12-30,280.8205214006219,0.0,601.3543379264306,SOCIAL GATHERING,894.0
2023-12-31,243.74938657624875,0.0,581.140866325199,ONLINE LEARNING,134.0
2024-01-01,258.73044978790864,0.0,608.0563093882242,Forecast,
2024-01-02,191.30247730545364,0.0,521.8889858700879,Forecast,
2024-01-03,157.27107609754054,0.0,459.7714536087552,Forecast,
2024-01-04,111.8230791925784,0.0,450.2521745623588,NETWORKING EVENT,406.0
2024-01-05,172.08002551266182,0.0,514.6182920136669,ONLINE LEARNING,286.0
2024-01-06,117.77196032302228,0.0,454.51725725747343,Forecast,
2024-01-07,105.06990538986291,0.0,418.5959012904146,Forecast,
2024-01-08,122.26093688934093,0.0,446.2022142207024,ONLINE LEARNING,140.0
2024-01-09,73.30661971316782,0.0,414.3743132653519,Forecast,
2024-01-10,90.65181771742057,0.0,453.49695209240105,Forecast,
2024-01-11,50.59801837558854,0.0,383.78487216242536,Forecast,
2024-01-12,105.95219425519929,0.0,417.59847200612126,ONLINE LEARNING,226.0
2024-01-13,197.8768066196814,0.0,563.4072803092923,NETWORKING EVENT,582.0
2024-01-13,197.8768066196814,0.0,563.4072803092923,ONLINE LEARNING,576.0
2024-01-14,221.69212970784577,0.0,550.8615060814531,NETWORKING EVENT,216.0
2024-01-15,267.7117517940384,0.0,581.240709970842,ONLINE LEARNING,760.0
2024-01-16,237.77489126588154,0.0,574.8364598108716,NETWORKING EVENT,374.0
2024-01-17,255.12008927017575,0.0,597.6393570021761,Forecast,
2024-01-18,231.4090653305235,0.0,561.3778406643353,Forecast,
2024-01-19,231.00248004093805,0.0,571.3089677664614,Forecast,
2024-01-20,170.86194624662662,0.0,521.7099585751259,Forecast,
2024-01-21,129.2615450464548,0.0,456.2106167905271,Forecast,
2024-01-22,323.9170249126432,6.434230187282191,679.6196319302957,SOCIAL GATHERING,150.0
2024-01-23,304.4723502737594,0.0,631.2603943009806,SOCIAL GATHERING,346.0
2024-01-24,363.3477659872895,31.201679278606246,701.0040792176786,ONLINE LEARNING,184.0
2024-01-25,390.1975118447076,64.64730158029673,734.7488850288983,ONLINE LEARNING,252.0
2024-01-26,427.3246128282173,116.06382970704843,754.1125917649744,Forecast,
2024-01-27,443.21665211330924,136.69995430382988,769.2035095417643,Forecast,
2024-01-28,449.796287948186,135.5312494818192,788.093170333171,NETWORKING EVENT,182.0
2024-01-29,238.42689319955437,0.0,561.7217900900945,Forecast,
2024-01-30,144.36443826352792,0.0,452.5383087345219,Forecast,
2024-01-31,143.19340664237225,0.0,510.44293667505724,NETWORKING EVENT,520.0
2024-02-01,105.46870528967452,0.0,434.4132326565794,SOCIAL GATHERING,542.0
2024-02-02,174.9453613291275,0.0,521.8890406518524,SOCIAL GATHERING,330.0
2024-02-03,190.83740059383527,0.0,529.8184536743258,Forecast,
2024-02-04,163.05372520238754,0.0,473.14304812421,Forecast,
2024-02-05,181.96583084935347,0.0,526.7781770618323,SOCIAL GATHERING,62.0
2024-02-06,181.9096437573141,0.0,496.6938986418437,NETWORKING EVENT,206.0
2024-02-07,176.2408536575608,0.0,507.0309933608014,Forecast,
2024-02-08,112.54795209064085,0.0,442.7101310411017,Forecast,
2024-02-09,158.85571570673463,0.0,468.7221262845563,NETWORKING EVENT,184.0
2024-02-10,193.77144790974666,0.0,531.8764384243093,NETWORKING EVENT,1052.0
2024-02-11,184.0241684774529,0.0,518.1670120067046,Forecast,
2024-02-12,186.10668931876154,0.0,506.43409591650527,Forecast,
2024-02-13,88.25424201854028,0.0,389.0098040635442,Forecast,
2024-02-14,166.16847135870293,0.0,496.46489484210736,NETWORKING EVENT,440.0
2024-02-14,166.16847135870293,0.0,496.46489484210736,SOCIAL GATHERING,304.0
2024-02-15,148.84983230573968,0.0,479.373876752998,SOCIAL GATHERING,84.0
2024-02-16,141.01193033658166,0.0,478.3031981412653,Forecast,
2024-02-17,201.84543355098808,0.0,514.3182746523836,NETWORKING EVENT,322.0
2024-02-17,201.84543355098808,0.0,514.3182746523836,ONLINE LEARNING,294.0
2024-02-18,211.13361654812866,0.0,543.8975476993542,ONLINE LEARNING,84.0
2024-02-19,223.348322403778,0.0,559.4407317392262,Forecast,
2024-02-20,174.39400520772733,0.0,486.78936349897214,Forecast,
2024-02-21,156.14963251370185,0.0,474.91868571940694,NETWORKING EVENT,400.0
2024-02-22,142.9838717526893,0.0,486.8877532010076,NETWORKING EVENT,20.0
2024-02-23,196.6871774100865,0.0,527.3802374532441,NETWORKING EVENT,320.0
2024-02-24,154.65244316371604,0.0,468.2872906286043,NETWORKING EVENT,242.0
2024-02-24,154.65244316371604,0.0,468.2872906286043,SOCIAL GATHERING,322.0
2024-02-25,141.30249910718385,0.0,459.3791777424845,Forecast,
2024-02-26,191.89361084667695,0.0,520.9265017469091,NETWORKING EVENT,424.0
2024-02-27,142.93929364692102,0.0,483.1558760770943,Forecast,
2024-02-28,125.01649907888462,0.0,454.5356923682948,Forecast,
2024-02-29,89.5120929444192,0.0,422.04034168919617,Forecast,
2024-03-01,196.16025237486738,0.0,521.7779097382709,ONLINE LEARNING,514.0
2024-03-02,190.58111045375716,0.0,492.68820159707275,Forecast,
2024-03-03,191.1223628879098,0.0,510.3326360639897,Forecast,
2024-03-04,164.96066285223634,0.0,473.4445555907985,Forecast,
2024-03-05,154.13490462931819,0.0,479.10375087691335,NETWORKING EVENT,602.0
2024-03-06,171.48010260956647,0.0,498.6858568255237,Forecast,
2024-03-07,147.76907864596103,0.0,487.394228567549,Forecast,
2024-03-08,96.49017315505402,0.0,433.46555319860994,Forecast,
2024-03-09,149.7833900206777,0.0,503.67229452109825,SOCIAL GATHERING,554.0
2024-03-10,140.03611058473285,0.0,487.52598637335336,Forecast,
2024-03-11,203.80297387678667,0.0,502.9298796744165,ONLINE LEARNING,290.0
2024-03-12,114.41135441543591,0.0,409.19372944354524,Forecast,
2024-03-13,139.209561615668,0.0,456.626978396254,Forecast,
2024-03-14,115.49853765206258,0.0,460.81819976911345,Forecast,
2024-03-15,152.62563861153436,0.0,495.8653949890041,Forecast,
2024-03-16,185.97175717877934,0.0,501.9668229275033,NETWORKING EVENT,486.0
2024-03-16,185.97175717877934,0.0,501.9668229275033,SOCIAL GATHERING,508.0
2024-03-17,179.95098235253684,0.0,504.7171136890234,Forecast,
2024-03-18,136.88702615437617,0.0,476.23578328012013,Forecast,
2024-03-19,105.53864056766756,0.0,421.7785238098436,ONLINE LEARNING,418.0
2024-03-20,122.88383855114662,0.0,474.51688473682225,Forecast,
2024-03-21,111.97823831374284,0.0,432.66349647419065,NETWORKING EVENT,56.0
2024-03-22,166.70246994111434,0.0,508.0492897704785,SOCIAL GATHERING,286.0
2024-03-23,163.95893414283879,0.0,497.6776883825202,NETWORKING EVENT,454.0
2024-03-24,165.39116853990322,0.0,486.94320648637785,Forecast,
2024-03-25,230.50053593525885,0.0,559.5174188270283,ONLINE LEARNING,84.0
2024-03-25,230.50053593525885,0.0,559.5174188270283,SOCIAL GATHERING,458.0
2024-03-26,160.21378251550337,0.0,480.82467451988293,Forecast,
2024-03-27,185.0119897189225,0.0,508.7061988542132,Forecast,
2024-03-28,144.76903742540782,0.0,470.56165106590055,Forecast,
2024-03-29,178.63282072937483,0.0,512.1346481577823,NETWORKING EVENT,732.0
2024-03-30,151.45113229267872,0.0,490.36324316022245,ONLINE LEARNING,314.0
2024-03-31,190.5384952299038,0.0,518.8919580435908,NETWORKING EVENT,346.0
2024-04-01,142.40553032473005,0.0,484.1612298498991,Forecast,
2024-04-02,100.90422234811419,0.0,448.1175331800465,Forecast,
2024-04-03,118.24942033159755,0.0,437.9554605894341,Forecast,
2024-04-04,105.45398739958219,0.0,447.8419968596557,SOCIAL GATHERING,114.0
2024-04-05,120.79426613591434,0.0,436.60830684659277,Forecast,
2024-04-06,164.9186733124925,0.0,474.82144995478404,SOCIAL GATHERING,248.0
2024-04-07,110.0632561193946,0.0,422.9476053610795,Forecast,
2024-04-08,126.00446658445392,0.0,444.9454344662499,Forecast,
2024-04-09,125.01885357649616,0.0,435.3058268645296,NETWORKING EVENT,576.0
2024-04-09,125.01885357649616,0.0,435.3058268645296,SOCIAL GATHERING,302.0
2024-04-10,148.76676342149983,0.0,471.85592702492403,NETWORKING EVENT,484.0
2024-04-11,106.90152616357744,0.0,443.53876742188015,Forecast,
2024-04-12,154.00389236810852,0.0,449.8331034649869,SOCIAL GATHERING,516.0
2024-04-13,155.51105677010128,0.0,503.3459402303303,NETWORKING EVENT,430.0
2024-04-14,153.00239960669634,0.0,470.81047748933696,Forecast,
2024-04-15,165.21710546214263,0.0,493.2110013763897,Forecast,
2024-04-16,90.2296815136418,0.0,399.25086961632076,NETWORKING EVENT,396.0
2024-04-17,150.0800517782355,0.0,489.620941367254,NETWORKING EVENT,70.0
2024-04-17,150.0800517782355,0.0,489.620941367254,SOCIAL GATHERING,534.0
2024-04-18,133.60765008713668,0.0,466.4568579390867,Forecast,
2024-04-19,160.75948580808608,0.0,510.9419558935637,Forecast,
2024-04-20,158.6929509967776,0.0,488.64794589056004,Forecast,
2024-04-21,201.17883509263916,0.0,523.179997807445,NETWORKING EVENT,454.0
2024-04-22,264.9456983883735,0.0,593.2051618414645,SOCIAL GATHERING,290.0
2024-04-23,222.9419945650812,0.0,528.4243097934027,NETWORKING EVENT,678.0
2024-04-24,248.5596561125666,0.0,576.2396115555982,NETWORKING EVENT,260.0
2024-04-24,248.5596561125666,0.0,576.2396115555982,ONLINE LEARNING,490.0
2024-04-25,257.28445076650235,0.0,566.3941170341008,NETWORKING EVENT,430.0
2024-04-26,294.4115517296432,0.0,635.5964948586878,Forecast,
2024-04-27,310.30359099449845,0.0,660.2348030057799,Forecast,
2024-04-28,280.39866906927205,0.0,617.0944846505299,NETWORKING EVENT,256.0
2024-04-28,280.39866906927205,0.0,617.0944846505299,SOCIAL GATHERING,1036.0
2024-04-29,241.06121748463622,0.0,571.0702261884186,Forecast,
2024-04-30,356.1408203165554,22.461881424472395,666.2076660385077,ONLINE LEARNING,150.0
2024-05-01,316.30567059485486,0.0,632.0543028253576,Forecast,
2024-05-02,281.8746948275635,0.0,610.9009867422149,Forecast,
2024-05-03,326.24041805937134,1.344726776766065,633.5850544655741,Forecast,
2024-05-04,342.13245732426475,0.0,672.533514036651,Forecast,
2024-05-05,326.7277255121942,0.0,654.5704079191,SOCIAL GATHERING,866.0
2024-05-06,360.6582982069796,53.28316467771971,692.6256212342705,Forecast,
2024-05-07,132.1497940615434,0.0,432.85318522085805,SOCIAL GATHERING,282.0
2024-05-08,156.73361434691026,0.0,458.47165057177483,Forecast,
2024-05-09,152.2823607772449,0.0,494.14536292387965,NETWORKING EVENT,214.0
2024-05-10,189.4094617728746,0.0,528.4170706356731,Forecast,
2024-05-11,205.30150107018136,0.0,509.5238298622613,Forecast,
2024-05-12,143.31324475972738,0.0,467.4186358527214,Forecast,
2024-05-13,159.6349920960181,0.0,480.3042341400547,Forecast,
2024-05-14,98.88883600606131,0.0,419.13714094535464,NETWORKING EVENT,184.0
2024-05-15,166.13233547991905,0.0,520.6877543968486,NETWORKING EVENT,106.0
2024-05-15,166.13233547991905,0.0,520.6877543968486,SOCIAL GATHERING,454.0
2024-05-16,153.78250487390738,0.0,453.376134974481,SOCIAL GATHERING,288.0
2024-05-17,195.4106148374852,0.0,534.6102994590326,NETWORKING EVENT,0.0
2024-05-18,219.45062132618597,0.0,557.6817079745299,NETWORKING EVENT,252.0
2024-05-19,209.70334192639262,0.0,540.7978132114392,Forecast,
2024-05-20,284.3857962832886,0.0,607.005086547259,ONLINE LEARNING,400.0
2024-05-20,284.3857962832886,0.0,607.005086547259,SOCIAL GATHERING,210.0
2024-05-21,193.55722139863644,0.0,514.6907233349077,Forecast,
2024-05-22,210.21205670036952,0.0,529.6973396278719,NETWORKING EVENT,330.0
2024-05-23,214.54749826397799,0.0,533.9727199707766,NETWORKING EVENT,216.0
2024-05-23,214.54749826397799,0.0,533.9727199707766,ONLINE LEARNING,248.0
2024-05-24,249.2271110157373,0.0,575.252781160236,Forecast,
2024-05-25,307.5526068279256,0.0,635.9597949658104,NETWORKING EVENT,218.0
2024-05-25,307.5526068279256,0.0,635.9597949658104,ONLINE LEARNING,106.0
2024-05-26,299.8588481520521,0.0,630.2428761637868,Forecast,
2024-05-27,245.49876412344818,0.0,605.3652064190678,Forecast,
2024-05-28,200.65148840794828,0.0,524.1285653485855,Forecast,
2024-05-29,166.73522694159976,0.0,497.24507682401224,Forecast,
2024-05-30,118.85034548746364,0.0,446.8298083445385,NETWORKING EVENT,542.0
2024-05-31,160.08448791489906,0.0,480.9616245246936,Forecast,
2024-06-01,121.28806204127514,0.0,451.03430999143046,Forecast,
2024-06-02,115.64782407313663,0.0,461.2080227464274,Forecast,
2024-06-03,127.86252994497885,0.0,469.9947320668696,Forecast,
2024-06-04,109.03193937826771,0.0,431.5066934351441,ONLINE LEARNING,400.0
2024-06-05,126.37713737845088,0.0,453.0478728184085,Forecast,
2024-06-06,171.76531001096205,0.0,479.9198280888008,NETWORKING EVENT,166.0
2024-06-06,171.76531001096205,0.0,479.9198280888008,ONLINE LEARNING,340.0
2024-06-07,210.94593171419564,0.0,531.801149106787,Forecast,
2024-06-08,259.4814745344685,0.0,572.4179779124378,NETWORKING EVENT,104.0
2024-06-08,259.4814745344685,0.0,572.4179779124378,SOCIAL GATHERING,314.0
2024-06-09,294.46023555779163,0.0,623.5389018895404,NETWORKING EVENT,242.0
2024-06-10,318.2514575534642,10.500227876003914,632.2985605829983,SOCIAL GATHERING,126.0
2024-06-11,233.66979445963608,0.0,563.9713452117237,Forecast,
2024-06-12,256.5186117605401,0.0,577.7301953816034,Forecast,
2024-06-13,159.02343961753905,0.0,506.27019249456185,ONLINE LEARNING,132.0
2024-06-14,248.8677013805891,0.0,618.245574964598,NETWORKING EVENT,394.0
2024-06-15,221.10899852076489,0.0,559.3334710148921,Forecast,
2024-06-16,227.749948569751,0.0,524.2491976251945,NETWORKING EVENT,472.0
2024-06-16,227.749948569751,0.0,524.2491976251945,SOCIAL GATHERING,172.0
2024-06-17,267.74416235715074,0.0,607.7952316666324,ONLINE LEARNING,248.0
2024-06-17,267.74416235715074,0.0,607.7952316666324,SOCIAL GATHERING,28.0
2024-06-18,231.1712162518587,0.0,561.5615218989101,SOCIAL GATHERING,472.0
2024-06-19,288.33715124909287,0.0,606.097925513387,ONLINE LEARNING,184.0
2024-06-20,208.69598861747525,0.0,535.8162816391579,Forecast,
2024-06-21,209.6167867159362,0.0,560.4467366848056,Forecast,
2024-06-22,231.01244529834725,0.0,532.0393463140045,Forecast,
2024-06-23,154.64727667751689,0.0,485.5605787257636,Forecast,
2024-06-24,127.5059585107345,0.0,465.68028417613175,Forecast,
2024-06-25,77.17750885852793,0.0,395.6055014336866,Forecast,
2024-06-26,54.70196986244599,0.0,405.24077056268516,Forecast,
2024-06-27,36.49456522029163,0.0,345.97437618830594,Forecast,
2024-06-28,115.6626984397467,0.0,446.2767454419343,SOCIAL GATHERING,284.0
2024-06-29,131.55473772154386,0.0,439.1152176788281,Forecast,
2024-06-30,121.80745830608583,0.0,457.29614929282246,Forecast,
2024-07-01,134.022164178677,0.0,425.7029797152855,Forecast,
2024-07-02,85.06784699969414,0.0,392.6095677017337,Forecast,
2024-07-03,102.41304500075005,0.0,423.1766202538851,Forecast,
2024-07-04,78.7020210577655,0.0,428.25483340692085,Forecast,
2024-07-05,68.28447049779773,0.0,428.2595788309383,Forecast,
2024-07-06,89.68012908022136,0.0,414.9296923952765,Forecast,
2024-07-07,88.6487993603218,0.0,402.77861298587146,NETWORKING EVENT,364.0
2024-07-08,100.86350523290125,0.0,455.31786140625013,Forecast,
2024-07-09,100.77633729412783,0.0,440.3297749979516,ONLINE LEARNING,208.0
2024-07-10,118.12153529507702,0.0,455.38343162578343,Forecast,
2024-07-11,94.41051135217997,0.0,411.72052570959625,Forecast,
2024-07-12,131.53761233240147,0.0,456.7104131947901,Forecast,
2024-07-13,147.42965161405945,0.0,460.15582584056386,Forecast,
2024-07-14,112.41779166225126,0.0,437.4107424784469,Forecast,
2024-07-15,229.33201297290339,0.0,559.5306053401672,NETWORKING EVENT,126.0
2024-07-15,229.33201297290339,0.0,559.5306053401672,ONLINE LEARNING,20.0
2024-07-15,229.33201297290339,0.0,559.5306053401672,SOCIAL GATHERING,188.0
2024-07-16,98.41328487119226,0.0,425.9099155908268,Forecast,
2024-07-17,231.2648423851951,0.0,538.4386794164801,NETWORKING EVENT,594.0
2024-07-17,231.2648423851951,0.0,538.4386794164801,SOCIAL GATHERING,188.0
2024-07-18,228.5381902204747,0.0,571.4183581742589,NETWORKING EVENT,520.0
2024-07-19,295.4688822204794,0.0,644.8447552523551,NETWORKING EVENT,12.0
2024-07-20,311.3609215019268,0.0,651.9940121879367,Forecast,
2024-07-21,355.27249826801835,30.0760160555792,679.6469212850632,NETWORKING EVENT,116.0
2024-07-21,355.27249826801835,30.0760160555792,679.6469212850632,ONLINE LEARNING,250.0
2024-07-22,248.3615609645205,0.0,564.5770558438707,NETWORKING EVENT,142.0
2024-07-23,377.654702134402,54.29649527719464,701.8694462316463,NETWORKING EVENT,16.0
2024-07-23,377.654702134402,54.29649527719464,701.8694462316463,ONLINE LEARNING,306.0
2024-07-24,246.39627893961384,0.0,580.1727464521954,Forecast,
2024-07-25,289.43258436271446,0.0,635.019813276665,SOCIAL GATHERING,60.0
2024-07-26,296.7560943225015,0.0,643.557788076175,Forecast,
2024-07-27,329.1967644450897,0.0,636.339960466886,Forecast,
2024-07-28,232.6933671654858,0.0,547.3822851485604,Forecast,
2024-07-29,242.78556993413207,0.0,567.5937692631047,Forecast,
2024-07-30,32.132425246730776,0.0,329.3519732317147,Forecast,
2024-07-31,99.12351577071486,0.0,447.8997967949464,Forecast,
2024-08-01,50.58164338483499,0.0,377.9347834198559,NETWORKING EVENT,12.0
2024-08-02,104.25737520561498,0.0,438.5531513729008,Forecast,
2024-08-03,125.13733356640586,0.0,447.7133923849045,NETWORKING EVENT,62.0
2024-08-04,115.39005415079345,0.0,434.70320308473805,Forecast,
2024-08-05,193.50105742407612,0.0,499.7143460253122,NETWORKING EVENT,304.0
2024-08-05,193.50105742407612,0.0,499.7143460253122,ONLINE LEARNING,190.0
2024-08-06,144.54674024484575,0.0,469.9756000405331,Forecast,
2024-08-07,213.35115309610163,0.0,539.6416758307302,NETWORKING EVENT,96.0
2024-08-08,163.7639950416421,0.0,483.93384905857926,ONLINE LEARNING,242.0
2024-08-09,298.0438708921091,0.0,620.6089489959198,ONLINE LEARNING,166.0
2024-08-09,298.0438708921091,0.0,620.6089489959198,SOCIAL GATHERING,298.0
2024-08-10,307.59837419477105,0.0,619.0114132244084,Forecast,
2024-08-11,299.20071168241213,0.0,652.9209462018575,Forecast,
2024-08-12,287.5459267922141,0.0,593.5067981893594,NETWORKING EVENT,242.0
2024-08-13,241.29084341745494,0.0,573.6666388186429,Forecast,
2024-08-14,205.82720966997343,0.0,531.3293536476798,Forecast,
2024-08-15,176.83911192008844,0.0,489.2049274742814,Forecast,
2024-08-16,157.69073855397343,0.0,482.86744415424755,NETWORKING EVENT,464.0
2024-08-17,198.61600032014618,0.0,517.5882353524768,NETWORKING EVENT,520.0
2024-08-18,188.8687209064172,0.0,503.0889850142278,Forecast,
2024-08-19,155.00776943986426,0.0,470.51130281807286,Forecast,
2024-08-20,107.40306916368766,0.0,403.6457193086338,Forecast,
2024-08-21,124.7482671662973,0.0,433.63324993306736,Forecast,
2024-08-22,101.03724322489249,0.0,446.10767487381156,Forecast,
2024-08-23,145.14857967970872,0.0,468.0302980551866,SOCIAL GATHERING,252.0
2024-08-24,140.05624718468667,0.0,470.39586593110465,Forecast,
2024-08-25,131.65858467228418,0.0,475.2606780291756,Forecast,
2024-08-26,143.8732905464498,0.0,472.9439669191671,Forecast,
2024-08-27,94.91897336897105,0.0,413.75843440178136,Forecast,
2024-08-28,112.26417137155546,0.0,417.22061505844977,Forecast,
2024-08-29,88.55314743015067,0.0,410.4912859498067,Forecast,
2024-08-30,73.76986171314127,0.0,413.56307053698515,Forecast,
2024-08-31,91.01151789801504,0.0,401.70819967051625,Forecast,
2024-09-01,128.9644418529116,0.0,451.99900664480214,NETWORKING EVENT,556.0
2024-09-02,141.17914772704873,0.0,444.6858990011492,Forecast,
2024-09-03,115.01641938586802,0.0,417.00613227756816,SOCIAL GATHERING,286.0
2024-09-04,148.96736041001714,0.0,487.38735121301056,NETWORKING EVENT,504.0
2024-09-05,149.81383454419137,0.0,492.16011427004463,NETWORKING EVENT,590.0
2024-09-06,186.9409355258171,0.0,516.0942639633452,Forecast,
2024-09-07,202.83297480913984,0.0,523.7405092864558,Forecast,
2024-09-08,182.18708131403426,0.0,495.41706784638063,NETWORKING EVENT,454.0
2024-09-09,252.4119682251211,0.0,588.1408145698807,NETWORKING EVENT,1066.0
2024-09-10,177.2305113207418,0.0,478.0543257830446,Forecast,
2024-09-11,177.96996630171097,0.0,505.36985639533617,Forecast,
2024-09-12,126.26589339417114,0.0,459.7253484165344,Forecast,
2024-09-13,170.26409615728906,0.0,524.1633391047542,Forecast,
2024-09-14,226.7513940337971,0.0,557.8110066577898,NETWORKING EVENT,148.0
2024-09-15,169.89587266058035,0.0,496.9341289748081,Forecast,
2024-09-16,138.5857898270317,0.0,461.7331207543814,NETWORKING EVENT,322.0
2024-09-17,96.50257443095086,0.0,421.02005954798574,Forecast,
2024-09-18,113.84777243355427,0.0,462.81775837638287,Forecast,
2024-09-19,90.13674849211614,0.0,414.1300842907245,Forecast,
2024-09-20,127.26384947392202,0.0,456.6984623526109,Forecast,
2024-09-21,99.1250792732807,0.0,419.60876429338157,Forecast,
2024-09-22,92.81335075010573,0.0,430.92283683546754,Forecast,
2024-09-23,326.47226943927274,0.0,636.7400291083048,NETWORKING EVENT,166.0
2024-09-23,326.47226943927274,0.0,636.7400291083048,SOCIAL GATHERING,532.0
2024-09-24,325.2045036795309,0.0,641.5280371053818,ONLINE LEARNING,362.0
2024-09-25,360.1468323468181,35.470509197027404,682.895102422921,NETWORKING EVENT,286.0
2024-09-26,336.4358084055084,18.16302131295229,681.8146848006759,Forecast,
2024-09-27,461.32136970911915,157.3004160879593,799.7276801286304,NETWORKING EVENT,320.0
2024-09-27,461.32136970911915,157.3004160879593,799.7276801286304,ONLINE LEARNING,930.0
2024-09-28,477.2134089923435,141.3761601895671,802.4878048329706,Forecast,
2024-09-29,467.4661295785293,125.92475361052195,815.3843748183904,Forecast,
2024-09-30,255.23112687890537,0.0,577.7534231239312,ONLINE LEARNING,374.0
2024-10-01,184.01889750890405,0.0,525.4736958005917,ONLINE LEARNING,314.0
2024-10-01,184.01889750890405,0.0,525.4736958005917,SOCIAL GATHERING,430.0
2024-10-02,194.88909496762267,0.0,503.3915802361485,NETWORKING EVENT,38.0
2024-10-03,178.4552490338948,0.0,520.5060089151249,SOCIAL GATHERING,134.0
2024-10-04,140.06097894703123,0.0,473.2122964993078,NETWORKING EVENT,140.0
2024-10-04,140.06097894703123,0.0,473.2122964993078,ONLINE LEARNING,40.0
2024-10-05,202.96166760559137,0.0,549.5671381080451,NETWORKING EVENT,546.0
2024-10-06,193.21438819191317,0.0,500.2638854132394,Forecast,
2024-10-07,220.5820614832191,0.0,550.3002068912734,SOCIAL GATHERING,470.0
2024-10-08,142.4940391654983,0.0,463.1202909311936,Forecast,
2024-10-09,155.7229663407618,0.0,500.62621502373645,Forecast,
2024-10-10,128.17031528248333,0.0,429.6012871547341,Forecast,
2024-10-11,135.74781504524313,0.0,463.93168377051666,Forecast,
2024-10-12,121.94371691871419,0.0,449.3046653129344,Forecast,
2024-10-13,119.20229679838405,0.0,441.0703049905795,Forecast,
2024-10-14,111.96716306751992,0.0,428.44932693342025,NETWORKING EVENT,140.0
2024-10-15,70.01870518353081,0.0,398.4883948190952,Forecast,
2024-10-16,87.36390318608429,0.0,388.53246686096963,Forecast,
2024-10-17,93.9315101771441,0.0,430.65490984694725,SOCIAL GATHERING,390.0
2024-10-18,173.68827981128345,0.0,492.8636791871552,SOCIAL GATHERING,398.0
2024-10-19,224.54738742263845,0.0,556.5179979218722,NETWORKING EVENT,402.0
2024-10-20,214.80010800871952,0.0,537.3001505348208,Forecast,
2024-10-21,223.63371565944027,0.0,549.4395150148466,SOCIAL GATHERING,284.0
2024-10-22,236.3974633279875,0.0,548.018074970479,SOCIAL GATHERING,392.0
2024-10-23,253.74266133058248,0.0,574.1201659994371,Forecast,
2024-10-24,192.74714716330465,0.0,515.8088087118948,Forecast,
2024-10-25,229.57476646118153,0.0,542.8932852735603,ONLINE LEARNING,48.0
2024-10-26,220.56851816671139,0.0,569.526392755269,NETWORKING EVENT,8.0
2024-10-27,217.8270980462949,0.0,555.2197057854277,Forecast,
2024-10-28,224.96708514005675,0.0,559.1087124674136,ONLINE LEARNING,280.0
2024-10-29,114.29470311663995,0.0,411.3870817119113,Forecast,
2024-10-30,145.65161970610632,0.0,501.57673143257887,Forecast,
2024-10-31,306.89635292710955,0.0,624.6623695004607,ONLINE LEARNING,532.0
2024-11-01,339.61998717848064,0.0,679.1053560621884,NETWORKING EVENT,896.0
2024-11-02,345.44324571169636,1.8221996379573286,667.3169689197547,Forecast,
2024-11-03,367.0114767561371,22.38486743595009,662.7516860884426,SOCIAL GATHERING,572.0
2024-11-04,352.93989906974036,15.048650684439824,679.5055522376489,NETWORKING EVENT,436.0
2024-11-05,310.9914411858499,24.23040178163782,639.7950474737625,Forecast,
2024-11-06,328.33663918836777,16.19779679535765,670.561479604672,Forecast,
2024-11-07,112.66399879122537,0.0,445.7641428332673,Forecast,
2024-11-08,142.25856642321872,0.0,463.0830577721046,NETWORKING EVENT,142.0
2024-11-08,142.25856642321872,0.0,463.0830577721046,ONLINE LEARNING,188.0
2024-11-09,199.36352212134972,0.0,522.4827348624767,NETWORKING EVENT,594.0
2024-11-09,199.36352212134972,0.0,522.4827348624767,SOCIAL GATHERING,430.0
2024-11-10,192.157653270581,0.0,520.4448473753472,NETWORKING EVENT,360.0
2024-11-11,193.60134548096536,0.0,520.6082000839853,Forecast,
2024-11-12,147.72348105117368,0.0,469.10931207272705,Forecast,
2024-11-13,165.06867905373892,0.0,499.34548833947224,Forecast,
2024-11-14,141.3576551123139,0.0,479.41392005142313,Forecast,
2024-11-15,185.67427596176626,0.0,526.6290986753168,SOCIAL GATHERING,278.0
2024-11-16,166.5063043256646,0.0,486.36425422262784,Forecast,
2024-11-17,126.83151043645526,0.0,456.2346200980585,Forecast,
2024-11-18,145.1991218059926,0.0,490.1289977826046,Forecast,
